         MD LLA(mA)   LLS(ohm*m)  MSFL(ohm*m)    LLD(ohm*m)  AR(ohm*m)   devi(deg)   Azi(deg)    GR(API)     GPA(pA/kg)  SP(mV)
      107.55      2088          23         0.2304     23.0364      1.3624        0.26       290.7     67.5556      1.1417    -53.7778
       107.6      2079          22         0.2314     23.1361      1.3643        0.26       291.7     68.1111      1.1511    -53.7778
      107.65      2092          22         0.2271     22.7055      1.3561        0.26       292.5     68.7778      1.1623    -53.8889
       107.7      2114          21         0.2195     21.9489      1.3414        0.26       292.4     69.4444      1.1736    -53.8889
      107.75      2148          19         0.2076     20.7635      1.3173        0.27       292.1          70       1.183    -53.7778
       107.8      2221          18         0.1914     19.1355      1.2818        0.27       291.2     70.6111      1.1933    -53.6667
      107.85      2288          18         0.1827     18.2692      1.2617        0.27       290.7     70.7222      1.1952    -53.7778
       107.9      2289          18         0.1852     18.5234      1.2677        0.27       289.6     70.6111      1.1933    -53.7778
      107.95      2273          18         0.1874     18.7418      1.2728        0.29       288.5        70.5      1.1914    -53.5557
         108      2291          17         0.1842     18.4199      1.2653        0.29       287.9     70.7778      1.1961    -53.5557
      108.05      2317          17           0.18     17.9974      1.2552         0.3       287.1     71.7778       1.213    -53.5557
       108.1      2333          16         0.1757     17.5739      1.2449        0.31       286.5     72.8889      1.2318    -53.4443
      108.15      2366          16         0.1682     16.8216      1.2259        0.31         285          74      1.2506    -53.4443
       108.2      2407          15         0.1616     16.1612      1.2085        0.31       284.3     74.9444      1.2666    -53.7778
      108.25      2432          15         0.1587     15.8717      1.2006        0.32       283.6     75.7222      1.2797    -54.2222
       108.3      2444          15         0.1579     15.7938      1.1985        0.33       282.8     76.7222      1.2966    -54.3333
      108.35      2452          15         0.1574     15.7423      1.1971        0.33       282.2     77.7222      1.3135    -54.5557
       108.4      2460          16         0.1593      15.935      1.2024        0.35       280.1     78.8333      1.3323    -55.2222
      108.45      2449          17         0.1678     16.7824      1.2249        0.35       279.1     79.7222      1.3473    -55.5557
       108.5      2382          20         0.1889     18.8917      1.2763        0.34       277.8     80.1111      1.3539    -55.8889
      108.55      2274          22         0.2199     21.9877      1.3422        0.35       275.6          80       1.352    -56.4443
       108.6      2196          24         0.2391     23.9071      1.3785        0.34       272.7     79.1667      1.3379    -57.1111
      108.65      2168          25         0.2509     25.0923      1.3995        0.34         269     78.2778      1.3229    -57.6667
       108.7      2134          28          0.269     26.8978      1.4297        0.35       264.4     77.2222      1.3051    -58.1111
      108.75      2062          31         0.2963     29.6314      1.4718        0.35       260.7     76.1667      1.2872    -58.6667
       108.8      1984          33         0.3231     32.3085      1.5093        0.36       255.7     75.1667      1.2703    -59.4443
      108.85      1941          34          0.338      33.797      1.5289        0.36       251.3     73.9444      1.2497    -60.1111
       108.9      1934          34         0.3444     34.4364       1.537        0.37       245.9     72.4444      1.2243    -60.7778
      108.95      1927          35         0.3524     35.2361       1.547        0.37       242.7     70.7222      1.1952    -61.7778
         109      1910          36         0.3613     36.1257      1.5578        0.38       239.5     69.0556       1.167    -62.6667
      109.05      1904          36         0.3666     36.6597      1.5642        0.38       235.4        67.5      1.1407    -63.5557
       109.1      1909          37         0.3714     37.1399      1.5698        0.37       231.8     65.9444      1.1145    -64.1111
      109.15      1903          38         0.3794     37.9401      1.5791        0.38       229.6     64.4444      1.0891    -64.6667
       109.2      1888          38         0.3867     38.6653      1.5873        0.38       228.7     62.7222        1.06    -65.2222
      109.25      1897          38         0.3859     38.5872      1.5864        0.39       228.4     60.7222      1.0262    -65.7778
       109.3      1932          38         0.3799     37.9917      1.5797        0.39       229.2     58.7778      0.9933    -66.1111
      109.35      1943          39          0.387      38.703      1.5877        0.38       230.4     57.1111      0.9652    -66.4443
       109.4      1917          42         0.4074     40.7407        1.61        0.36       231.5     55.6667      0.9408    -66.5557
      109.45      1877          43         0.4305     43.0474      1.6339        0.35       233.8     54.6111      0.9229    -66.5557
       109.5      1858          44          0.444     44.4026      1.6474        0.34       235.2     54.1111      0.9145    -66.4443
      109.55      1857          44          0.448     44.8034      1.6513        0.33       236.2     53.8889      0.9107    -66.3333
       109.6      1868          44         0.4465     44.6467      1.6498        0.33       238.3     53.8889      0.9107    -66.2222
      109.65      1890          43         0.4413      44.127      1.6447        0.34         240          54      0.9126    -66.2222
       109.7      1912          43         0.4378     43.7761      1.6412        0.33       240.7        54.5       0.921    -66.1111
      109.75      1916          44         0.4426     44.2589       1.646        0.33       240.7     55.2222      0.9333    -66.2222
       109.8      1906          45         0.4523     45.2256      1.6554        0.32         240          56      0.9464    -66.3333
